TABLE_CATALOG;TABLE_SCHEMA;TABLE_NAME;COLUMN_NAME;ORDINAL_POSITION;COLUMN_DEFAULT;IS_NULLABLE;DATA_TYPE;CHARACTER_MAXIMUM_LENGTH;CHARACTER_OCTET_LENGTH;NUMERIC_PRECISION;NUMERIC_PRECISION_RADIX;NUMERIC_SCALE;DATETIME_PRECISION;CHARACTER_SET_CATALOG;CHARACTER_SET_SCHEMA;CHARACTER_SET_NAME;COLLATION_CATALOG;COLLATION_SCHEMA;COLLATION_NAME;DOMAIN_CATALOG;DOMAIN_SCHEMA;DOMAIN_NAME
eds70;dbo;PRESTADOR;ALIQUOTA;50;;YES;money;;;19;10;4;;;;;;;;;;
eds70;dbo;PRESTADOR;INADIMPLENCIA;51;;YES;money;;;19;10;4;;;;;;;;;;
eds70;dbo;PRESTADOR;CD_CRO_UF;52;;YES;varchar;2;2;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PRESTADOR;ID_CBOS;53;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PRESTADOR;CD_CNES;54;;YES;varchar;7;7;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PREST_ESP;ID_PRESTADOR;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PREST_ESP;ID_ESPECIALIDADE;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;RECIBO;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;RECIBO;ID_PRESTADOR;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;RECIBO;NROREC;3;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;RECIBO;NROPAC;4;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;RECIBO;VALOR;5;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;RECIBO;NOME;6;;YES;varchar;60;60;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;RECIBO;REFERENTE;7;;YES;varchar;40;40;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;RECIBO;NROCHE;8;;YES;varchar;30;30;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;RECIBO;OBSERV;9;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;RECIBO;CIDADE;10;;YES;varchar;30;30;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;RECIBO;DATA;11;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;RECIBO;CPFPAC;12;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;RECIBO;CPFCIR;13;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;REST_TERAPEUTICA;ID_REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;REST_TERAPEUTICA;ID_PACIENTE;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;REST_TERAPEUTICA;ID_MEDICAMENTO;3;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;REST_TERAPEUTICA;MSG_ALERTA;4;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;RETORNO;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;RETORNO;NROPAC;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;RETORNO;ID_PRESTADOR;3;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;RETORNO;MES;4;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;RETORNO;ANO;5;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;RETORNO;COMPARECEU;6;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;RETORNO;OBSERV;7;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;RETORNO;MOTIVO;8;;YES;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;SISTEMA;IDENTBD;1;;YES;varchar;10;10;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;SISTEMA;VERSAOBD;2;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;SISTEMA;RELEASEBD;3;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;SISTEMA;NOMEBD;4;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;SISTEMA;PREFERENCIAS;5;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;SISTEMA;GRIDX;6;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;SISTEMA;GRIDY;7;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;SISTEMA;FACESPERIO;8;('TTTTTTTT');YES;varchar;8;8;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;SISTEMA;CORRET1;9;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;SISTEMA;CORRET2;10;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;SISTEMA;CORSON1;11;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;SISTEMA;CORSON2;12;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;SISTEMA;CORFUNDO;13;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;SISTEMA;PAUTA;14;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;SISTEMA;CORFUNDOLINHA;15;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;SISTEMA;CORLINHA;16;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;SISTEMA;INDICEPLACA;17;(20);YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;SISTEMA;LIC_CHAVE_SESSAO;18;;YES;varchar;21;21;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;SISTEMA;LIC_SERVIDOR;19;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;SISTEMA;LIC_TIME_STAMP;20;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;SIS_FUNCAO;ID_FUNCAO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;SIS_FUNCAO;ID_MODULO;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;SIS_FUNCAO;NOME_FUNCAO;3;;No ;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;SIS_FUNCAO;PERMITE_SENHA;4;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;SIS_MODULO;ID_MODULO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;SIS_MODULO;NOME_MODULO;2;;No ;varchar;100;100;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;SIS_MODULO;PERMITE_SENHA;3;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;SIS_PERFIL;ID_PERFIL;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;SIS_PERFIL;NOME_PERFIL;2;;No ;varchar;100;100;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;SLIDE_SHOW;ID_SHOW;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;SLIDE_SHOW;NOME;2;;YES;char;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;SLIDE_SHOW;DATA;3;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;SLIDE_SHOW_ITEM;ID_SHOW;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;SLIDE_SHOW_ITEM;NRO_SEQ;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;SLIDE_SHOW_ITEM;TITULO;3;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;SLIDE_SHOW_ITEM;IMAGEM;4;;YES;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;SLIDE_SHOW_ITEM;TEXTO;5;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;SLIDE_SHOW_ITEM;TEMPO;6;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;SLIDE_SHOW_ITEM;COR_FUNDO;7;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;SLIDE_SHOW_ITEM;COR_TEXTO;8;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;SLIDE_SHOW_ITEM;COR_TITULO;9;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_GEN_ITEM;ID_PRC_GEN;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_GEN_ITEM;CODIGO;2;;No ;char;10;10;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;TAB_GEN_ITEM;NOME;3;;No ;char;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;TAB_GEN_ITEM;ID_SIMBOLO;4;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_GEN_ITEM;ID_ESPECIALIDADE;5;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_GEN_ITEM;INATIVO;6;;No ;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;TAB_GEN_ITEM;MOSTRAR_SIMBOLO;7;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_GEN_ITEM;TEMPO;8;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_GEN_ITEM;TIPO_EVENTO;9;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_GEN_ITEM;PESO;10;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;TAB_GEN_ITEM;CUSTO_PROTETICO;11;;YES;money;;;19;10;4;;;;;;;;;;
eds70;dbo;TAB_GEN_ITEM;CUSTO_MATERIAL;12;;YES;money;;;19;10;4;;;;;;;;;;
eds70;dbo;TAB_GEN_ITEM;OBSERV;13;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;TAB_GEN_ITEM;TIME_STAMP_INS;14;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;TAB_GEN_ITEM;USER_STAMP_INS;15;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_GEN_ITEM;TIME_STAMP_UPD;16;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;TAB_GEN_ITEM;USER_STAMP_UPD;17;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_GEN_ITEM_FASE;ID_REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_GEN_ITEM_FASE;ID_PRC_GEN;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_GEN_ITEM_FASE;ID_FASE;3;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_GEN_ITEM_FASE;NROSEQ;4;;No ;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;TAB_GEN_ITEM_FASE;TEMPO;5;;No ;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;TAB_GEN_ITEM_MAT;ID_PRC_GEN;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_GEN_ITEM_MAT;ID_MATERIAL;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_GEN_ITEM_MAT;QTD_MEDIA;3;;No ;float;;;53;10;;;;;;;;;;;
eds70;dbo;TAB_GEN_ITEM_MAT;CUSTO_MEDIO;4;;YES;money;;;19;10;4;;;;;;;;;;
eds70;dbo;TAB_MAT;ID_TAB_MAT;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_MAT;NOME;2;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TAB_MAT;NROIND;3;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_MAT;RESERVADO;4;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;TAB_MAT_ITEM;ID_MATERIAL;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_MAT_ITEM;ID_TAB_MAT;2;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_MAT_ITEM;CODIGO;3;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TAB_MAT_ITEM;NOME;4;;YES;varchar;100;100;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TAB_MAT_ITEM;TIPO;5;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_MAT_ITEM;VALOR_CUSTO;6;;YES;money;;;19;10;4;;;;;;;;;;
eds70;dbo;TAB_MAT_ITEM;UNID_CONSUMO;7;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_MAT_ITEM;UNID_COMPRA;8;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_MAT_ITEM;QTD_COMPRA;9;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;TAB_MAT_ITEM;VALIDADE;10;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;TAB_MAT_ITEM;OBSERV;11;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TAB_MAT_ITEM;PREFERIDO;12;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;TAB_MAT_ITEM;NROFAB;13;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_MAT_ITEM;APRESENT;14;;YES;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TAB_MAT_ITEM;CUSTO_INICIAL;15;;YES;money;;;19;10;4;;;;;;;;;;
eds70;dbo;TMP_LUCRATIVIDADEPORINTERVENCAO_INSPIRON_20231129144357;NROREGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_LUCRATIVIDADEPORINTERVENCAO_INSPIRON_20231129144357;INTERVENCAO;2;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_LUCRATIVIDADEPORINTERVENCAO_INSPIRON_20231129144357;QUANTIDADE;3;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_LUCRATIVIDADEPORINTERVENCAO_INSPIRON_20231129144357;VALORTOTAL;4;;YES;money;;;19;10;4;;;;;;;;;;
eds70;dbo;TMP_LUCRATIVIDADEPORINTERVENCAO_INSPIRON_20231129144357;VALORMEDIO;5;;YES;money;;;19;10;4;;;;;;;;;;
eds70;dbo;TMP_LUCRATIVIDADEPORINTERVENCAO_INSPIRON_20231129144357;TEMPO;6;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_LUCRATIVIDADEPORINTERVENCAO_INSPIRON_20231129144357;CUSTOTOTAL;7;;YES;money;;;19;10;4;;;;;;;;;;
eds70;dbo;TMP_LUCRATIVIDADEPORINTERVENCAO_INSPIRON_20231129144357;LUCRO;8;;YES;money;;;19;10;4;;;;;;;;;;
eds70;dbo;TMP_LUCRATIVIDADEPORINTERVENCAO_INSPIRON_20231129144357;PERCLUCRO;9;;YES;money;;;19;10;4;;;;;;;;;;
eds70;dbo;TAB_PRC;NROTAB;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_PRC;NOME;2;;No ;varchar;30;30;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TAB_PRC;TIPO;3;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_PRC;NROIND;4;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_PRC;NROCONV;5;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_PRC;NROCRED;6;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TAB_PRC;INATIVO;7;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;TAB_PRC;ID_TAB_PRC;8;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_PRC;ID_TIPO_TABELA;9;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_PRC_ITEM;NROTAB;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_PRC_ITEM;NROPROCTAB;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_PRC_ITEM;CODCONV;3;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TAB_PRC_ITEM;DESCRICAO;4;;No ;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TAB_PRC_ITEM;NROSIM;5;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_PRC_ITEM;ESPECIAL;6;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_PRC_ITEM;VALOR_REPASSE;7;;YES;money;;;19;10;4;;;;;;;;;;
eds70;dbo;TAB_PRC_ITEM;VALOR_PACIENTE;8;;YES;money;;;19;10;4;;;;;;;;;;
eds70;dbo;TAB_PRC_ITEM;TIPOCOBR;9;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_PRC_ITEM;OBSERV;10;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TAB_PRC_ITEM;TIME_STAMP_UPD;11;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;TAB_PRC_ITEM;USER_STAMP_UPD;12;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_PRC_ITEM;INATIVO;13;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;TAB_PRC_ITEM;MOSTRAR_SIMBOLO;14;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;TAB_PRC_ITEM;GARANTIA;15;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;TAB_PRC_ITEM;PREFERIDO;16;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;TAB_PRC_ITEM;ID_PRC_TAB;17;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_PRC_ITEM;ID_TAB_PRC;18;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_PRC_ITEM;ID_PRC_GEN;19;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_PRC_ITEM;TIME_STAMP_INS;20;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;TAB_PRC_ITEM;USER_STAMP_INS;21;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_PRT_ITEM;NROPRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_PRT_ITEM;NROSER;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_PRT_ITEM;DESCRICAO;3;;No ;varchar;100;100;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TAB_PRT_ITEM;NROIND;4;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_PRT_ITEM;PRECO;5;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;TAB_PRT_ITEM;PRAZO;6;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;TAB_REPASSE;ID_FATOR_REPASSE;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_REPASSE;ID_CONVENIO;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_REPASSE;ID_PRESTADOR;3;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_REPASSE;ID_ESPECIALIDADE;4;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_REPASSE;ID_PRC_GEN;5;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_REPASSE;TIPO;6;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_REPASSE;VALOR;7;;YES;money;;;19;10;4;;;;;;;;;;
eds70;dbo;TAB_REPASSE;VIGENCIA;8;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;TAB_REPASSE;TIME_STAMP_INS;9;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;TAB_REPASSE;USER_STAMP_INS;10;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TAB_REPASSE;TIME_STAMP_UPD;11;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;TAB_REPASSE;USER_STAMP_UPD;12;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_ABC;CHAVE;1;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_ABC;DESCRICAO1;2;;YES;varchar;100;100;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_ABC;DESCRICAO2;3;;YES;varchar;100;100;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_ABC;VALOR1;4;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_ABC;VALOR2;5;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;TMP_ABC;VALOR3;6;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;TMP_ABC;VALOR4;7;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;TMP_ABC;VALOR5;8;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;TMP_CONTAS;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_CONTAS;NROTRA;2;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_CONTAS;NROPAR;3;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_CONTAS;NROPAC;4;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_CONTAS;DATA;5;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;TMP_CONTAS;HISTORICO;6;;YES;varchar;100;100;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_CONTAS;VALOR;7;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;TMP_CONTAS;TOTAL_PAGO;8;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;TMP_CONTAS;NROREC;9;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_CONTAS;NROLAN;10;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_CONTAS;ID_PRESTADOR;11;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_CONTAS;APELIDO;12;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_CONTAS;NOMEPAC;13;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_CONTAS;NOMRES;14;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_CONTAS;CICRES;15;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_CONTAS;NOMELAN;16;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_CONTAS;NOMEGRUPOLAN;17;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_CONTAS;SALDO;18;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;TMP_CONTAS;TIPO_PAGTO;19;;YES;varchar;30;30;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_CONTAS;NROCHEQUE;20;;YES;varchar;30;30;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_ESTOQUE;ID_PRESTADOR;1;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_ESTOQUE;ID_MATERIAL;2;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_ESTOQUE;CODIGO;3;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_ESTOQUE;NOME;4;;YES;varchar;100;100;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_ESTOQUE;FABRICANTE;5;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_ESTOQUE;NOME_TAB;6;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_ESTOQUE;UNID_CONSUMO;7;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_ESTOQUE;UNID_COMPRA;8;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_ESTOQUE;VALOR;9;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;TMP_ESTOQUE;QTDINI;10;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;TMP_ESTOQUE;QTDMIN;11;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;TMP_ESTOQUE;QTDATUAL;12;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;TMP_ESTOQUE;QTDCOMPRA;13;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;TMP_ESTOQUE;CLASSIFICACAO;14;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_ESTOQUE;APRESENT;15;;YES;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_ESTOQUE;VALIDADE;16;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;TMP_ESTOQUE;ULT_COMPRA;17;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;TMP_ESTOQUE;ULT_FORNEC;18;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_ESTOQUE;ULT_PRECO;19;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;TMP_ESTOQUE;ULT_QTD;20;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_ESTOQUE;QTDCOMPRAR;21;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_MALADIRETA;CHAVE;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_MALADIRETA;NOME;2;;No ;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_MALADIRETA;TIPO;3;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_MALADIRETA;CAMPOS;4;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_PARTICIPACAO;NROTRA;1;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_PARTICIPACAO;ID_PRESTADOR;2;;YES;int;;;10;10;0;;;;;;;;;;
