TABLE_CATALOG;TABLE_SCHEMA;TABLE_NAME;COLUMN_NAME;ORDINAL_POSITION;COLUMN_DEFAULT;IS_NULLABLE;DATA_TYPE;CHARACTER_MAXIMUM_LENGTH;CHARACTER_OCTET_LENGTH;NUMERIC_PRECISION;NUMERIC_PRECISION_RADIX;NUMERIC_SCALE;DATETIME_PRECISION;CHARACTER_SET_CATALOG;CHARACTER_SET_SCHEMA;CHARACTER_SET_NAME;COLLATION_CATALOG;COLLATION_SCHEMA;COLLATION_NAME;DOMAIN_CATALOG;DOMAIN_SCHEMA;DOMAIN_NAME
eds70;dbo;CUSTO_FIXO_ITEM;ID_CUSTO_FIXO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CUSTO_FIXO_ITEM;DESCRICAO;2;;No ;varchar;30;30;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CUSTO_FIXO_ITEM;VALOR;3;;YES;money;;;19;10;4;;;;;;;;;;
eds70;dbo;CUSTO_FIXO_ITEM;NROGRUPOFIN;4;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;DEF_GRUPO;NROGRUPO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;DEF_GRUPO;NOME;2;;No ;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;DEF_ITEM;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;DEF_ITEM;NOME;2;;YES;varchar;40;40;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;DEF_ITEM;GRUPO;3;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;DEF_ITEM;INDICACAO;4;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;DEF_ITEM;APRESENTA;5;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;DEF_ITEM;USO;6;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;DEF_ITEM;POSADULTO;7;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;DEF_ITEM;QTDADULTO;8;;YES;varchar;15;15;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;DEF_ITEM;POSCRIANCA;9;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;DEF_ITEM;QTDCRIANCA;10;;YES;varchar;15;15;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;DEF_ITEM;LABORATORIO;11;;YES;varchar;40;40;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;DEF_ITEM;OBSERV;12;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;DEF_ITEM;ADVERT;13;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;DEF_ITEM;PREFERIDO;14;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;DEL_AGENDA;ID_PRESTADOR;1;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;DEL_AGENDA;ID_UNIDADE;2;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;DEL_AGENDA;DATA;3;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;DEL_AGENDA;HORAINICIO;4;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;DEL_AGENDA;HORAFIM;5;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;DEL_AGENDA;TIPO;6;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;DEL_AGENDA;NROPAC;7;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;DEL_AGENDA;PALM_ID;8;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;DEL_AGENDA;PALM_UPD;9;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;DENTE;NROPAC;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;DENTE;NROINTPAC;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;DENTE;NRODEN;3;;No ;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;DENTE;BITMAP;4;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;ESTOQUE_LOCAL;ID_PRESTADOR;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;ESTOQUE_LOCAL;NROITEM;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;ESTOQUE_LOCAL;QTDINI;3;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;ESTOQUE_LOCAL;QTDMIN;4;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;ESTOQUE_LOCAL;QTDATUAL;5;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;ESTOQUE_LOCAL;PREFERIDO;6;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;ESTOQUE_LOCAL;NROMAT;7;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;ESTOQUE_MOV;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;ESTOQUE_MOV;ID_PRESTADOR;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;ESTOQUE_MOV;NROITEM;3;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;ESTOQUE_MOV;DATA;4;;No ;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;ESTOQUE_MOV;TIPO;5;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;ESTOQUE_MOV;QTDCONSUMO;6;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;ESTOQUE_MOV;QTDCOMPRA;7;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;ESTOQUE_MOV;NROFOR;8;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;ESTOQUE_MOV;NROSOLIC;9;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;ESTOQUE_MOV;NROIND;10;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;ESTOQUE_MOV;VALOR;11;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;ESTOQUE_MOV;OBSERV;12;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;EXAMEPERIO;NROPAC;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;EXAMEPERIO;DATAEXAME;2;;No ;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;EXAMEPERIO;OBSERVACOES;3;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;FACE;NROPAC;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;FACE;NROINTPAC;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;FACE;NRODEN;3;;No ;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;FACE;FACE1;4;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;FACE;FACE2;5;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;FACE;FACE3;6;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;FACE;FACE4;7;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;FACE;FACE5;8;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;HISTORICO;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;HISTORICO;NROPAC;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;HISTORICO;NROINTPAC;3;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;HISTORICO;DATA;4;;No ;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;HISTORICO;DESCRICAO;5;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;HISTORICO;NRODENTE;6;;YES;varchar;15;15;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;HISTORICO;ID_PRESTADOR;7;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;HISTORICO;COR;8;(16777215);YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;HISTORICO;USER_STAMP_INS;9;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;HISTORICO;TIME_STAMP_INS;10;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;HISTORICO;USER_STAMP_UPD;11;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;HISTORICO;TIME_STAMP_UPD;12;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;TMP_USRLOG_INSPIRON_20220315180154;HORARIO;1;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;TMP_USRLOG_INSPIRON_20220315180154;NROUSR;2;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_USRLOG_INSPIRON_20220315180154;APELIDO;3;;YES;varchar;10;10;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_USRLOG_INSPIRON_20220315180154;DESCRICAO;4;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CCCIRURGIAO;DATA;3;;No ;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;CCCIRURGIAO;HISTORICO;4;;No ;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CCCIRURGIAO;NROLAN;5;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CCCIRURGIAO;NROIND;6;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CCCIRURGIAO;VALOR;7;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;CCCIRURGIAO;NROCHEQUE;8;;YES;varchar;25;25;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CCCIRURGIAO;NROCCPAC;9;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CCCIRURGIAO;TRIBUTAVEL;10;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;CCCIRURGIAO;TIPO_PAGTO;11;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CCCIRURGIAO;CODREF;12;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CCCIRURGIAO;CODREF_COMP;13;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CCCIRURGIAO;STATUS;14;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CCCIRURGIAO;USR_ULT_UPD;15;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CCCIRURGIAO;DAT_ULT_UPD;16;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;CCCIRURGIAO;NROTRANS;17;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CCCIRURGIAO;USER_STAMP_INS;18;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CCCIRURGIAO;TIME_STAMP_INS;19;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;CCCIRURGIAO;USER_STAMP_UPD;20;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CCCIRURGIAO;TIME_STAMP_UPD;21;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;CCCIRURGIAO;DATA_LANCAMENTO;22;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;CCPACIENTE;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CCPACIENTE;NROPAC;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CCPACIENTE;NROTRA;3;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CCPACIENTE;NROPAR;4;;YES;smallint;;;5;10;0;;;;;;;;;;
